uid;type;language;title;size;country;newspaper;issue;pages;nb_pages;relevance;year;is_on_front;date;persons_mentioned;locations_mentioned;content;access_right;content_provider;is_content_available;collections;[total:137,available:200]
LLE-1973-08-09-a-i0035;;fr;Un pont de neige s'effondre: un mort dou...;196;CH;LLE;LLE-1973-08-09-a;5;1;0.0;1973;False;1973-08-09T00:00:00Z;Renzo Bocca|Timothy Cordon-Blrell|Mme Marguerite Due;Bruxelles|Martigny|Sion;Un pont de neige s effondre : un mort douze blesses Mercredi , une chenillette des neiges , plus communement appelee « Ratraek » transportalt sur le plateau Rosa , ä quelque 3 000 metres d altitude au-dessus de Zermatt , une quinzaine de personnes . La machine soudain s ccrasa dans une crevasse . Un pont de neige trop fragile ayant , semble-t-il , cede sous son poids . L engin etait conduit par M . Renzo Bocca , de Viege . Plusieurs etrangers , dont des enfants , etaient transporteis par cette chenillette . Un jeune Beige de 14 ans , Timothy Cordon-Blrell , a perdu la vie dans l accident Les parents sont domicilies _ Bruxelles . ( Te ) • Precisions en derniere page . Ecrasee par un camion Une Valaisanne de 62 ans , Mme Marguerite Due , institutrice , domiciliee k Conthey , a ete happee mercredi apres midi par un camion , alors qu elle traversait la route orincipale Martigny - Sion , ä Chäteauneuf . Projetee k plusieurs m & tres sous leffet du choc , Mme Due a perdu la vie dans laccident . ( ATS ) ;OpenPrivate;SNL;y;local-IIV_6APb-9HmuXSpY,local-YaqV7H-D-iTDpRyOa;
LLE-1973-08-17-a-i0099;;fr;Plusieurs sauvetages;247;CH;LLE;LLE-1973-08-17-a;5;1;0.0;1973;False;1973-08-17T00:00:00Z;Bruno Bagnoud|jeune Benoit Fellay|John Zufferey;Martigny;Plusieurs sauvetages Les pilotes valaisans effectuerent hier plusieurs sauvetages en montagne . C est ainsi que Bruno Bagnoud ramena dans la vallee le jeune Benoit Fellay , qul se brisa une jambe sur le glacier de la Plaine-Morte , oü avait lieu un cours de ski . D autre part , une touriste frangaise a glisse au col de Balme et a perdu la vie sous les yeux de sa famille . Elle a ete descendue ä la morgue de lhöpital de Martigny . ( Te ) Zermatt : trop chaud En raison du beau temps et de la chaleur qui a regne ces derniers jours , il nest plus possible , ä Zer matt , d atteindre , depuis la Station , les champs de ski praticables normalement en ete . Entre le Trockener Steg et Ie Petit Cervin ( plateau Rosa ) , Ie glacier de Theodule est presque entierement libre de neige . En aecord avec Ies associations de ski , Ies cours d entrainement des equipes nationales de ski suisse et autrichienne ont du etre provisoirement interrompus . ( ATS ) Automobiliste blesse Une auto , conduite par M . John Zufferey , 26 ans , de Chalais , roulait hier sur la route reliant Vercorin ä Chalais . En cours de descente , le vehicule aecrocha avec violence un piquet plante au bord de la route . Ce fut lembardee . M . Zufferey est blesse et hospitalise . ( Te ) ;OpenPrivate;SNL;y;local-IIV_6APb-9HmuXSpY,local-YaqV7H-D-iTDpRyOa;
LLE-1973-12-19-a-i0069;;fr;Recours contre leteleoheriaue du Feekoof...;608;CH;LLE;LLE-1973-12-19-a;5;1;0.0;1973;False;1973-12-19T00:00:00Z;;Sion|Sierre|Sierre;"Recours contre leteleoheriaue du Feekoof aeeeote Le Conseil federal a admis les recours deposes par le club alpin suisse , la ligue suisse pour la protection de la nature , la ligue suisse de sauvegarde du patrimoine national et la fondation suisse pour la protection et l amenagement du paysage , contre Ioctroi de Ia concession pour la construction d un teleferique au Feei .- __ r _ . __ 1- , ¦_ . ;__ __ - -.- _!?__ - Les nouvelles sections de telepherique projetees conduiraient de la Station terminus du Felskinn ä larete du Mittelallalin , et de lä au Feekopf ä 3888 m . daltitude , soit au milieu d un paysage de haute montagne encore inviole par des installations techniques . La question de savoir si une concession peut etre octroyee pour un nouveau teleferique jusm ajl TVTitIplallalin ma neu ! n _ pfrp tranchee dans la presente procedure de recours . Dautre part , la concession , octroyee en 1966 pour un telepherique jusqu au Felskinn , reste en vigueur . Le recours de la fondation suisse pour la protection et lamenagement du paysage contre Ioctroi de la concession au telepherique du petit Cervin a ete rejete . Ce telepherique , il est -. _ i . ___ ,, if __ -l _ r ___ f _ nnp . __ i _ n II voie ... l argent des impöts Un jeune couple de Sion avait economise , ces derniers temps , _ -J scime de quelques milliers de francs et de regier diverses factures . Profitant de l absence de la menagere , un voleur a penetre dans les lieux par effraction et sest - ^ rnpare du magot , faisant main basse egalement sur un lot de bijoux . La police de - _ - _ tA „„_ ,,,. _ IJTCI de haute montagne qui merite d etre protegee . Cependant , il existe dejä , au glacier superieur du Theodule et sur le plateau Rosa , des skilifts , qui jusquici etaient plus facilement accessibles du cöte italien ( teleferique Breuiltesta Grigia ) que de Zermatt . I ^ n aMira la n _ ii- _ llo licrno aoi cii ,, äa dans un couloir entre le Breithorn et le Cervin , qui s etend de Zermalt ä la frontiere , pres de Testa Grigia-Goba Rollin . Cette meme bände de terrain est parcourue dejä par differents autres telepheriques et skilifts , de sorte qu on ne peut plus parier ici d un paysage de haute Du reste , la commune de Zermatt a dejä d elle-memei declare zones protegees des secteurs importants de son territoire communal , comprenant le Cervin , la Dent dHerens et la Dent Blanche dune part , le Breithorn et le Monte Rosa d autre part . Elle a ainsi largement tenu compte des imperatifs de l amenagement du territoire et de la protection du pay-.-, __ / A . C \ Plusieurs wagons deraillent ä Sierre A la suite dune rupture de bandage , semble-t-il , plusieurs wagons ont deraille , mardi en debut de soiree , sur la ligne du Simplon , k l entree de la gare de Sierre . Ces *_ n _ MM _ nininni nUnnnAn An f .. 111 „ Des essieux se sont rompus et furent projetes ä plusieurs dizaines de metres . On ne Signale aueune victime , mais les degäts materiels sont importants . Trois wagons ont quitte les voies . Tout le trafic a ete stoppe durant un instant , puis a repris sur une seule xrnla n ,. _ ., !„__ / . «\ ";OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
LLE-1974-07-17-a-i0139;;fr;189,300 km / h pour Mc Kinney;587;CH;LLE;LLE-1974-07-17-a;18;1;0.0;1974;False;1974-07-17T00:00:00Z;Alexandre Casse|Philippe Henchoz;Italien;189 , 300 km / h pour Mc Kinney Mardi , en fongant sur la pente du haut de 3 500 metres d altitude , ä pres de 190 km-heure de vitesse , le skieur americain McKinney a realise le nouveau record du monde de vitesse ä ski , record du kilometre lance . Cela fait une semaine environ que les plus grands specialistes du monde dans ce genre de competition , Americains , Italiens , Autrichiens , Japonais , s affrontaient de plus belle . Chaque ] our , les Champions de la descente realisaient des Performances aecrues . On enregistra tout d abord des vitesses de 130 km-heure , puis 155 , bientöt 170 km , avant de voisiner , comme ce fut le cas hier les 200 km-heure . C est effarant . Ces courses ont lieu depuis quelques annees au-dessus de Zermatt du cöte de Testa Grigia . Des pistes de 40 metres de large sont amenagees dans le secteur du Plateau-Rosa . Le record du monde etait detenu jusquä hier par lItalien Alexandre Casse , de Cervinia , qui fit l an passe 182 km 200 ä lheure . Casse entendait cette annee defendre son titre de plus belle , mais finalement abandonna la lutte en cours de competition . Sa decision fut prise le soir du drame qui coüta la vie au jeune skieur suisse Beguelin , de Fleurier , qui se tüa a 130 km-heure en sortant de la piste . Casse etait alors oppose ä Beguelin et fut meme battu par lui lors dune precedente manche . On enregistrait alors les meilleurs temps des essais . On sait comment l epouse de Casse , presente ä Zermatt le jour de la tragedie , songeant au danger que courait son epoux et pensant ä l en Tir . Match mter-districts et championnat cantonal ä 50 metres fant qu elle portait en eile , suppha son mari d arreter et de rentrer ä Cervinia . Casse obeit . Aurait-il pu hier battre lAmericain McKinney ? On en doute . LAmericain a devale la pente k la vitesse de 189 km 300 . Fait etonnant : trois autres skieurs dont un Italien * et un autre Americain battirent hier egalement le record detenu par Casse en realisant des vitesses de 184 , voire de 187 km-heure . Dans une interview aecordee a la radio ä propos de ces records effarants , M . Philippe Henchoz , President de la Federation suisse de ski , a notamment declare : « A lheure oü tout est mis en ceuvre par les skieurs suisses pour limiter les aeeidents au strict minimum , on peut bien entendu discuter du bien fonde de telles courses . Ces concours de vitesse pure ne menthousiasment guere . D ail leurs , elles n apportent pas grand chose au ski . Je me demande dailleurs si toutes les mesures de securite sont reellement prises . Quoiquil en soit en aueun cas nous empecherons nos membres de prendre part ä ce genre dexploits . La Federation suisse de ski ne peut pas d ailleurs intervenir pour interdir de telles courses qui demeurent du domaine acrobatique . La Federation suisse de ski ne peut pas plus interdire ce genre de sport que laero-club suisse ne peut interdire le vol delta . Ce sont des sports paralleles qui permettent ä lhomme de se surpasser certes , mais qui restent discuta-Ues . ( Te ) Cyclisme . Le Tour de I Avenir au repos ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
LLE-1974-08-23-a-i0039;;fr;LES PILOTES Un jeune touriste beige, äge...;905;CH;LLE;LLE-1974-08-23-a;1;1;0.0;1974;True;1974-08-23T00:00:00Z;Tanguy Iweins|Tanguy Iweins|Mme Raymonde Fluckiger|The Raymond , avocat|Denis Mermod|Mme Lily Zufferey|Alan McGregor;Oi|Chypre|Sion|Sion|Sierre|Sierre|Sierre|Grece|Sierre|Chypre|Chypre|Sierre|Chypre;LES PILOTES Un jeune touriste beige , äge de 16 ans , Tanguy Iweins , a perdu la vie dans des circonstances des SELON LE < TIMES > LES PILOTES I AC BlVfl 2 HH * SHOIlT Un J eune touriste beige , äge de LCÖ U WFl Cetil ( Hüll L 16 ans , Tanguy Iweins , a perdu la vie dans des circonstances des f £ . | l _ Lj f | BMA HinActfl p us Penibles sur le plateau Rosa , vVIlV Uli fi . I lUUwlv au-dessus de Zermatt . Le jeune * homme a bascule mercredi dans > AL . mil- une crevasse et ce n est que hier Oi cCulIc d triiVDrG matin apr 5 s une nuit de rcchcr - \ _ 9 * ** v » f u * ** WMJ | # i V c __ es et ( j effojts inouis qu on a pu l extraire de sa prison de glace . « Seul un ultime avertissement de- L accident s est produit au miclarant que l aviation de la sixieme lieu de l apres-midi de mercredi flotte americaine etait prete ä les dejä . Au lieu d alerter les helicopintereepter , avec ordre de les abat- teres valaisans — lesquels sont tre , a empeche que des phantoms de equipes de treuils pour retirer les l armee de l air grecque ne frappent blesses — les sauveteurs ont voules forces dinvasion turques ä Chypre le 23 juillet au matin » , a ecrit hier Ie correspondant ä Geneve du * ^^ it ^^^ fi-jL ^ ^ i » LES PREMIERES VICTIMES fondant recit d in ¦¦¦¦•* ¦ w vi •¦ w DES FEUILLES MORTES w w « . w iw * v ^^ en se fondant sur Ie recit « d un in - • w •¦ w form a teur : > de retour de Cr ete . mm L . B L . J ^ * O 1 JL . Ä ^ säsäSB Terrible embardee a Sion : 3 morts sieurs phantoms grecs lourdement armes ont decolle de leur base dTraklion , TJne terrible embardee s est produite hier ä la sortie ouest de Sion , cöte Sierre , non en Crete , pour fondre sur ce qui n etait loin de St-Leonard . Une auto conduite par Mme Raymonde Fluckiger , epouse de alors que le saillant turc » . Selon « The Raymond , avocat sedunois , roulait en direction de Sierre . Mme Fluckiger avait ä Times » , c est l officier qui commandait ses cötes dans sa puissante voiture , M . Denis Mermod , 1939 , pasteur ä Geneve , res- / cette unite de phantoms , un lieutenant- ponsable principalement des sourds dans le canton de Geneve . Mme Fluckiger ne colonel , qui a donne lordre d attaque , put maitriser sa machine qui derapa sur la chaussee mouillee et alla secraser conde son quartier-general cretois , esti- tre une autre voiture qui venait normalement en sens inverse et qui etait conduite mant que Ia Situation l exigeait . par Mme Lily Zufferey , 1946 , de Sierre . Le choc fut effroyable . La voiture sierroise Le Journal britannique rappelle que fut reduite en morceaux . II fallut recourir ä une scie electrique pour degager le « ce matin-lä , la Grece etait en fait corps de la malheureuse Mme Zufferey qui fut tuee sur Ie coup , ainsi que le paspresque sans gouvernement » et que teur Mermod . En debut de soiree , on a appris que Mme Fluckiger avait egalement * les chefs des forces armees , secoues suecombe peu apres son admission ä lhöpital de Sierre . par les evenements de Chypre , sattachaient ä faire tomber le Cabinet An- * Cest un aeeident du aux feuilles leurs premieres feuilles . » Tout laisse droutsopoulos et contaetaient les hom- mortes , nous a dit un temoin du dra- supposer en effet que la voiture de me . Cest le premier grave aeeident Mme Fluckiger derapa sur ces feuilles mes nnlitimi « nrnfpssionnels nnur leur mes politiques professionnels pour leur demander de formier un gouvernement » . Selon 1 « informateur > du correspondant du « Times » , Alan McGregor , des que les radars americains installes en Crete ont decele la direction des phantoms grecs , le lieutenant-colonel a recu un message telex lui intimant l ordre de faire revenir ses avions ä leur base . Ce message a ete ignore . Un second message na pas eu plus deffet . Puis un troisieme message a ete envoye par telex declarant que si les phantoms continuaient leur chemin vers Chypre , d automne route Sion Les peupliers bordant la Sierre commencent ä perdre « ils seraient intereeptes par l aviation attachee ä la sixieme flotte » , indique le Journal qui ajoute : « Les phantoms ont re ? u lordre de rebrousser chemin et de regagner Iraklion » . On declare de source autorisee au Pentagone que les informations fournles par « The Times * sont « simplement fausses » . ( Reuter ) • Sur la Situation ä Chypre , lire egalement en derniere page . Ce qu il reste de la voiture dans laquelie deux et fila de lautre cöte de la chaussee ( Te ) personnes sont mortes . ( Valpresse ) ;OpenPrivate;SNL;y;local-IIV_6APb-X0x8SwxS,local-YaqV7H-D-iTDpRyOa;
LLE-1975-07-12-a-i0133;;fr;PATRONAGE LA LIBERTE;156;CH;LLE;LLE-1975-07-12-a;13;1;0.0;1975;False;1975-07-12T00:00:00Z;LIBERTE Posieux|Cottens Villaz-St-Pierre|Steve McKinney|Steve McKinney;FRIBOURG;PATRONAGE LA LIBERTE Posieux In Riaux Rossens Pont-la-Ville La Roche FRIBOURG Villars-sur-GIäne Matran Cottens Villaz-St-Pierre Orsonnens Villarlod Vuisternens-en-Ogoz Farvagny In Riaux Rossens Treyvaux 11 . 05 11 . 10 11 . 15 11 . 20 11 . 30 11 . 50 11 . 55 11 . 58 12 . 05 12 . 23 12 . 30 12 . 37 12 . 40 12 . 43 12 . 45 12 . 50 12 . 55 Vingt-quatre heures apres que lAmencain Steve McKinney ait reussi une moyenne de 191 km 387 , lItalien Mino Meynet a atteint lui 194 km 384 ä lheure - • Ski . Le record du monde de vitesse ä skis a de nouveau ete ameliore vendredi , sur le plateau Rosa pres de Zermatt . Vingt-quatre heures apres que lAmericain Steve McKinney ait reussi une moyenne de 191 km 387 , lTtalien Mino Meynet a atteint lui 194 km 384 ä lheure . ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
LLE-1976-03-06-a-i0138;;fr;APRES CINQ JOURS DANS UNE CREVASSE ON LE...;373;CH;LLE;LLE-1976-03-06-a;5;1;0.0;1976;False;1976-03-06T00:00:00Z;Claudio Turella|Marie-Antoinette Turella-Piazzi|Peter Geiger;;APRES CINQ JOURS DANS UNE CREVASSE ON LES RETROUVE VIVANTS ! Le trou avait servi digloo On etait sans nouvelles depuis cinq jours dans les Alpes valaisannes et Italien--nes de deux promeneurs partis sur le glacier de Plateau Rosa ä la frontierc Suisse-Italie du cöte de Zermatt-Cervinia . Tout le monde croyait les deux touristes morts . Or ce matin on les a retrouves vivants dans une crevasse dune dizaine de metres de profondeur . Les pilotes dAir-Zermatt ont descendu les deux victimes ä Ihöpital . On a le ferme espoir de les sauver . II s agit d un couple italien dans la trentaine , soit Claudio Turella et sa femme Marie-Antoinette Turella-Piazzi . — C est une histoire extraordinaire , C est plus fort que les « dents de la mer » , nous disait vendredi apres midi Peter Geiger dAir-Zermatt . Le couple a vecu durant cinq jours en sugant de la neige dans cette crevasse » . Le pilote Jolivet , qui est alle sur place , nous dit : « A plusieurs reprises nous avons survole cette region pour retrouver les deux disparus mais tout fut vain . Comme le trou dans lequel ils se trou vaient etait ä proximite dun pylöne dinstallation de remontee mecanique nous ne lavons pas vu . Ce sont des carabinieri italiens qui se promenant vendredi ä ski sur le glacier apergurent le trou et appelerent . Les deux blesses leur repondirent . Ils devaient se trouver ä dix ou quinze metres de profondeurs . Jai transporte la femme ä Ihöpital de Viege . Puis mon camarade de ia garde aerienne egalement , le pilote Stangier et son aide Lauber , transpor terent ä leur tour le mari en plaine » « Nous sommes sürs de les sauver nous a dit hier le medecin de lhöpita ] de Viege , qui les soigne . Tous deux sont fortement choques , extremement epuises . Ils ont besoin de beaueoup de repos et tout ira bien » . Les deux rescapes du Plateau Rosa netaient meme pas ä skis . Ils allaienl ä pied sur le glacier jouir du soleil et du grand air lorsquils baseulerent dans la crevasse . Tous deux souffrent de ge- ;OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
LLE-1976-07-12-a-i0141;;fr;HIPPISME Concours (TAvenches: Fribourgeo...;407;CH;LLE;LLE-1976-07-12-a;19;1;0.0;1976;False;1976-07-12T00:00:00Z;Urs Hofer|Romain Voisard|Les Pommerats|Stefan Gnaegi|Rene Pochon|Stefan Gnaegi|Hans Moser|Roland Plumettaz|Francine Barraud|Michel Pollien|Jean-Pierre Pradervand|Dominique Ulrich|Dominique Ulrich|Danie Schneider|Lake Land|Michel Brand|Kurt Huebscher|Tom Simons|Xavier Quartenoud|Margrit Boehlen;Wellington|Fribourg|Fribourg|Nelson|Fribourg;"HIPPISME Concours ( TAvenches : Fribourgeois brillants Cat . L 2 , bareme A : 1 . Ueli Not ; ( Chietres ) , Overhope , 0-39 6 au barrage 2 . Urs Hofer ( Boesingen ) , Espartaco 3-52 ; 3 . Romain Voisard ( Les Pommerats ) , Duke of Wellington , 4-37-7 . Cat . Ml , bareme A : 1 . Stefan Gnaegi ( Ipsach ., Mucho , 4-51 8 au barrage 2 . Rene Pochon ( Cugy ) , Mike , 8-51 6 3 . Stefan Gnaegi ( Ipsach ) , Patch , 1-4-96 * 7 parcours initial . Cat . Dl-Ul , bareme A : 1 . Francoi ! Pradervand ( Chätonnaye ) , Finette 2 , 0-60 5 ; 2 . Hans Moser ( Anet ) , Konon 0-60 6 ; 3 . Roland Plumettaz ( Payerne ) Zuckau , 0-62 l . Cat . R 2 , bareme A : 1 . Hans-Petei Koehli ( Kallnach ) , Gibelet , 0-73 l ; 2 Francine Barraud ( Sucevaz ) , Djemila 0-78 8 ; 3 . Michel Pollien ( Malapalud ) Kollege , 0-79 4 . Resultats de samedi : Cat . RI , bareme A : 1 . Jean-Pierre Pradervand ( Payerne ! Landenberg , 0-55 8 ; 2 . Dominique Ulrich ( Fribourg ) , Desiree , 0-59 4 ; 3 . Dominique Ulrich ( Fribourg ) , Nelson , 0-60 1 .- Cat . Ml , bareme A : 1 . Danie Schneider ( Fenin ) , Lake Land , 0-75 5 2 . Michel Brand ( St-Imier ) , Fancj Street , 0-78 3 ; 3 . Kurt Huebscher ( Ber Record du monde de vitesse battu Sur le plateau Rosa , au-dessus de Cervinia , lItalien Tom Simons a batk le record du monde de vitesse ä skis II a ete chronometre ä 194 , 498 km / h dc moyenne contre 194 , 384 km / h ä lItalien Mino Meynet qui avait etabli s _ Performance l an passe . lincourt ) , Jasir Iv , 0-89 5 .- Cat . RI , bareme A : 1 . Xavier Quartenoud ( Fribourg ) , Deux Temps , 0-47 4 ; 3 . Ott ( Bertschi ( Orsonnens ) , Cinya , 3-45 7 ; 3 Margrit Boehlen ( Morat ) , Furioso 2 , 3 68 5 , tous au barrage . ";OpenPrivate;SNL;y;local-YaqV7H-D-iTDpRyOa;
LLE-1994-04-12-a-i0098;;fr;Un hélicoptère s'écrase sur le plateau R...;199;CH;LLE;LLE-1994-04-12-a;6;1;0.0;1994;False;1994-04-12T00:00:00Z;Rosa Cinq;;CERVIN Un hélicoptère sécrase sur le plateau Rosa Cinq morts , dont quatre touristes suisses : un projet de balade à ski a très mal tourné hier . Un hélicoptère italien sest écrasé lundi après midi sur le plateau Rosa ( 3500 mètres ) , sur le versant italien du massif du Cervin . Ses cinq occupants - le pilote italien et quatre passagers suisses - ont été tués . Laccident a eu lieu peu avant latterrissage de lappareil sur un terrain destiné à débarquer les skieurs . Les touristes suisses logeaient dans un hôtel de Zermatt , a indiqué à lATS la police dAoste ( I ) . MAUVAISE VISIBILITE Les sauveteurs pensent que lhélicoptère a touché la neige avec un patin et a été déséquilibré , avant de sécraser au sol . La cause du drame pourrait être le vent ou une mauvaise visibilité . Lappareil , appartenant à une société dAoste et spécialisée notamment dans le transport de skieurs , avait décollé quelques minutes auparavant de Breuil Cervinia ( I ) . Les quatre passagers suisses , un moniteur de ski accompagné de trois touristes , avaient lintention de redescendre à ski jusquà Zermatt . AP ;OpenPrivate;SNL;y;local-IIV_6APb-lINcCl8z,local-YaqV7H-D-iTDpRyOa;
LLE-1995-04-24-a-i0352;;fr;[_DH[a[Mnii[j.[! (Kiinyiaii DANGER D'AVA...;364;CH;LLE;LLE-1995-04-24-a;36;1;0.0;1995;False;1995-04-24T00:00:00Z;;;[_ DH [ a [ Mnii [ j . [! ( Kiinyiaii DANGER DAVALANCHES Des dizaines de randonneurs sont bloqués dans les cabanes Le fort danger d avalanches a bloqué hier plusieurs dizaines de randonneurs et dalpinistes dans les cabanes , notamment dans la région du Gothard et de la Furka . Une partie d entre eux ont été évacués par hélicoptère , mais au moins 34 personnes ont dû passer la nuit de dimanche à lundi dans les cabanes . Les randonneurs qui se trouvaient en montagne ont à juste titre renoncé à redescendre par leurs propres moyens et sexposer aux avalanches , a indiqué la REGA . Cette dernière a ainsi été appelée à la cabane Gauli , dans lUrbachtal ( BE ) , pour prendre en charge un groupe Jeunesse & Sport de 17 personnes , ainsi que dans la région de la Furka , du côté uranais , où 26 personnes étaient bloquées . Une aggravation des conditions météorologiques dimanche a contraint la REGA à interrompre ces vols . Les 19 personnes encore en cabane seront évacuées dès que le temps le permettra , a indiqué un porte-parole . Elles sont en sécurité . Il en est de même des 15 personnes encore bloquées à la cabane du Mont-Rose , a indiqué Air Zermatt . DEUX ALPINISTES DISPARUS Un couple dalpinistes italiens a disparu depuis vendredi sur le versant sud du Breithorn , à la frontière halosuisse . Les recherches ont été interrompues hier en raison des fortes chutes de neige , a indiqué Air Zermatt dans la soirée . Le couple avait quitté jeudi la cabane de Lambronecca pour gagner le plateau Rosa , à 3500 mètres daltitu de . Mais les deux alpinistes nont pas atteint leur objectif , et ils n ont plus donné signe de vie . Il a neigé en abondance dans la région où ils se trouvent et le danger d avalanches y est grand . Huit guides italiens sont partis dès vendredi à la recherche de leurs compatriotes , mais ils ont dû rebrousser chemin à cause du mauvais temps . La seconde tentative , entreprise dimanche , a aussi échoué . ATS ;OpenPrivate;SNL;y;local-IIV_6APb-9J2N1eZG,local-YaqV7H-D-iTDpRyOa;
